TipusCasData,ComarcaCodi,ComarcaDescripcio,MunicipiCodi,MunicipiDescripcio,SexeCodi,SexeDescripcio,TipusCasDescripcio,NumCasos
07/04/2020,41,Vallès Oriental,08106,Llinars del Vallès,0,Home,Sospitós,2
07/04/2020,41,Vallès Oriental,08106,Llinars del Vallès,0,Home,Positiu PCR,1
07/04/2020,34,Selva,17164,Sant Hilari Sacalm,1,Dona,Epidemiològic,1
07/04/2020,10,Baix Empordà ,17124,Pals,0,Home,Sospitós,1
07/04/2020,11,Baix Llobregat,08217,Sant Joan Despí,0,Home,Sospitós,3
07/04/2020,13,Barcelonès,08015,Badalona,1,Dona,Sospitós,60
07/04/2020,16,Conca de Barberà ,43107,Pira,0,Home,Sospitós,1
07/04/2020,11,Baix Llobregat,08157,Pallejà,1,Dona,Sospitós,6
07/04/2020,19,Garrotxa,17114,Olot,0,Home,Epidemiològic,5
07/04/2020,28,Pla de l'Estany,17015,Banyoles,1,Dona,Positiu PCR,1
07/04/2020,24,Osona,08298,Vic,1,Dona,Sospitós,2
07/04/2020,24,Osona,08298,Vic,1,Dona,Positiu PCR,4
07/04/2020,31,Ripollès,17147,Ripoll,1,Dona,Positiu PCR,1
07/04/2020,13,Barcelonès,08019,Barcelona,0,Home,Sospitós,334
07/04/2020,11,Baix Llobregat,08263,Sant Vicenç dels Horts,0,Home,Positiu PCR,1
07/04/2020,11,Baix Llobregat,08263,Sant Vicenç dels Horts,0,Home,Sospitós,3
07/04/2020,11,Baix Llobregat,08196,Sant Andreu de la Barca,1,Dona,Sospitós,6
07/04/2020,28,Pla de l'Estany,17137,Porqueres,0,Home,Epidemiològic,1
07/04/2020,28,Pla de l'Estany,17015,Banyoles,0,Home,Positiu PCR,4
07/04/2020,13,Barcelonès,08015,Badalona,1,Dona,Epidemiològic,1
07/04/2020,28,Pla de l'Estany,17056,Cornellà del Terri,1,Dona,Sospitós,3
07/04/2020,13,Barcelonès,08019,Barcelona,0,Home,Positiu per ELISA,3
07/04/2020,41,Vallès Oriental,08202,Sant Celoni,0,Home,Positiu PCR,1
07/04/2020,13,Barcelonès,08101,L'Hospitalet de Llobregat,1,Dona,Positiu PCR,39
07/04/2020,17,Garraf,08307,Vilanova i la Geltrú,0,Home,Sospitós,8
07/04/2020,24,Osona,08285,Torelló,1,Dona,Sospitós,1
07/04/2020,24,Osona,08285,Torelló,1,Dona,Positiu PCR,1
07/04/2020,41,Vallès Oriental,08159,Parets del Vallès,0,Home,Positiu PCR,1
07/04/2020,41,Vallès Oriental,08202,Sant Celoni,0,Home,Sospitós,2
07/04/2020,41,Vallès Oriental,08159,Parets del Vallès,0,Home,Sospitós,2
07/04/2020,24,Osona,08285,Torelló,0,Home,Sospitós,1
07/04/2020,24,Osona,08285,Torelló,0,Home,Positiu PCR,1
07/04/2020,11,Baix Llobregat,08157,Pallejà,0,Home,Sospitós,3
07/04/2020,34,Selva,17007,Amer,1,Dona,Sospitós,1
07/04/2020,24,Osona,08283,Tona,1,Dona,Sospitós,2
07/04/2020,11,Baix Llobregat,08263,Sant Vicenç dels Horts,1,Dona,Positiu PCR,5
07/04/2020,19,Garrotxa,17139,Les Preses,0,Home,Epidemiològic,3
07/04/2020,11,Baix Llobregat,08056,Castelldefels,0,Home,Positiu PCR,2
07/04/2020,24,Osona,08283,Tona,0,Home,Sospitós,1
07/04/2020,41,Vallès Oriental,08202,Sant Celoni,1,Dona,Positiu PCR,1
07/04/2020,41,Vallès Oriental,08202,Sant Celoni,1,Dona,Sospitós,1
07/04/2020,34,Selva,17008,Anglès,1,Dona,Positiu PCR,1
07/04/2020,34,Selva,17008,Anglès,1,Dona,Sospitós,1
07/04/2020,24,Osona,08278,Taradell,1,Dona,Sospitós,1
07/04/2020,20,Gironès,17044,Cassà de la Selva,0,Home,Epidemiològic,1
07/04/2020,39,Aran,25243,Vielha e Mijaran,1,Dona,Epidemiològic,2
07/04/2020,02,Alt Empordà ,17062,L'Escala,1,Dona,Positiu PCR,1
07/04/2020,10,Baix Empordà ,17013,Begur,0,Home,Positiu PCR,1
07/04/2020,41,Vallès Oriental,08159,Parets del Vallès,0,Home,Positiu per ELISA,1
07/04/2020,24,Osona,08278,Taradell,0,Home,Sospitós,1
07/04/2020,11,Baix Llobregat,08147,Olesa de Montserrat,1,Dona,Sospitós,6
07/04/2020,41,Vallès Oriental,08097,Gualba,0,Home,Positiu PCR,1
07/04/2020,41,Vallès Oriental,08207,Sant Esteve de Palautordera,0,Home,Positiu PCR,1
07/04/2020,34,Selva,17009,Arbúcies,1,Dona,Sospitós,2
07/04/2020,24,Osona,08265,Sant Vicenç de Torelló,0,Home,Sospitós,1
07/04/2020,24,Osona,08254,L'Esquirol,1,Dona,Sospitós,2
07/04/2020,11,Baix Llobregat,08147,Olesa de Montserrat,0,Home,Sospitós,4
07/04/2020,21,Maresme,08110,Malgrat de Mar,1,Dona,Epidemiològic,1
07/04/2020,11,Baix Llobregat,08295,Vallirana,0,Home,Sospitós,2
07/04/2020,34,Selva,17023,Blanes,0,Home,Positiu PCR,1
07/04/2020,34,Selva,17023,Blanes,0,Home,Sospitós,8
07/04/2020,41,Vallès Oriental,08096,Granollers,1,Dona,Sospitós,11
07/04/2020,41,Vallès Oriental,08096,Granollers,1,Dona,Positiu PCR,2
07/04/2020,34,Selva,17103,Maçanet de la Selva,1,Dona,Epidemiològic,1
07/04/2020,13,Barcelonès,08019,Barcelona,1,Dona,Positiu per ELISA,2
07/04/2020,41,Vallès Oriental,08115,Martorelles,1,Dona,Sospitós,2
07/04/2020,11,Baix Llobregat,08196,Sant Andreu de la Barca,1,Dona,Positiu PCR,1
07/04/2020,41,Vallès Oriental,08209,Sant Fost de Campsentelles,0,Home,Sospitós,1
07/04/2020,40,Vallès Occidental,08184,Rubí,0,Home,Positiu per ELISA,1
07/04/2020,34,Selva,17023,Blanes,1,Dona,Positiu PCR,1
07/04/2020,34,Selva,17023,Blanes,1,Dona,Sospitós,6
07/04/2020,11,Baix Llobregat,08123,Molins de Rei,1,Dona,Sospitós,5
07/04/2020,11,Baix Llobregat,08123,Molins de Rei,1,Dona,Positiu PCR,3
07/04/2020,11,Baix Llobregat,08200,Sant Boi de Llobregat,0,Home,Sospitós,10
07/04/2020,24,Osona,08224,Sant Martí de Centelles,1,Dona,Sospitós,1
07/04/2020,11,Baix Llobregat,08295,Vallirana,1,Dona,Positiu PCR,3
07/04/2020,11,Baix Llobregat,08295,Vallirana,1,Dona,Sospitós,3
07/04/2020,02,Alt Empordà ,17230,Vila-Sacra,1,Dona,Epidemiològic,1
07/04/2020,24,Osona,08220,Sant Julià de Vilatorta,0,Home,Positiu PCR,1
07/04/2020,41,Vallès Oriental,08209,Sant Fost de Campsentelles,1,Dona,Positiu PCR,2
07/04/2020,41,Vallès Oriental,08209,Sant Fost de Campsentelles,1,Dona,Sospitós,1
07/04/2020,34,Selva,17193,Sils,0,Home,Epidemiològic,1
07/04/2020,24,Osona,08215,Sant Hipòlit de Voltregà,1,Dona,Sospitós,2
07/04/2020,20,Gironès,17090,Llambilles,1,Dona,Epidemiològic,1
07/04/2020,24,Osona,08183,Roda de Ter,1,Dona,Sospitós,2
07/04/2020,24,Osona,08183,Roda de Ter,1,Dona,Positiu PCR,3
07/04/2020,11,Baix Llobregat,08200,Sant Boi de Llobregat,1,Dona,Positiu per ELISA,1
07/04/2020,41,Vallès Oriental,08096,Granollers,0,Home,Sospitós,9
07/04/2020,41,Vallès Oriental,08096,Granollers,0,Home,Positiu PCR,1
07/04/2020,11,Baix Llobregat,08217,Sant Joan Despí,1,Dona,Positiu PCR,4
07/04/2020,34,Selva,17033,Caldes de Malavella,0,Home,Sospitós,1
07/04/2020,11,Baix Llobregat,08123,Molins de Rei,0,Home,Sospitós,4
07/04/2020,11,Baix Llobregat,08123,Molins de Rei,0,Home,Positiu PCR,2
07/04/2020,07,Bages,08113,Manresa,1,Dona,Epidemiològic,1
07/04/2020,24,Osona,08183,Roda de Ter,0,Home,Sospitós,1
07/04/2020,24,Osona,08171,Prats de Lluçanès,1,Dona,Sospitós,1
07/04/2020,11,Baix Llobregat,08217,Sant Joan Despí,1,Dona,Sospitós,7
07/04/2020,24,Osona,08171,Prats de Lluçanès,0,Home,Positiu PCR,1
07/04/2020,11,Baix Llobregat,08114,Martorell,1,Dona,Sospitós,7
07/04/2020,02,Alt Empordà ,17066,Figueres,1,Dona,Positiu PCR,1
07/04/2020,11,Baix Llobregat,08114,Martorell,1,Dona,Positiu per ELISA,1
07/04/2020,34,Selva,17033,Caldes de Malavella,1,Dona,Sospitós,1
07/04/2020,11,Baix Llobregat,08301,Viladecans,0,Home,Positiu PCR,2
07/04/2020,11,Baix Llobregat,08301,Viladecans,0,Home,Sospitós,4
07/04/2020,41,Vallès Oriental,08210,Sant Feliu de Codines,1,Dona,Sospitós,2
07/04/2020,24,Osona,08117,Les Masies de Voltregà,0,Home,Sospitós,1
07/04/2020,11,Baix Llobregat,08208,Sant Esteve Sesrovires,0,Home,Positiu PCR,1
07/04/2020,24,Osona,08116,Les Masies de Roda,1,Dona,Positiu PCR,1
07/04/2020,24,Osona,08112,Manlleu,1,Dona,Sospitós,3
07/04/2020,24,Osona,08112,Manlleu,1,Dona,Positiu PCR,5
07/04/2020,41,Vallès Oriental,08136,Montornès del Vallès,0,Home,Sospitós,2
07/04/2020,41,Vallès Oriental,08088,La Garriga,1,Dona,Sospitós,1
07/04/2020,41,Vallès Oriental,08088,La Garriga,1,Dona,Positiu PCR,3
07/04/2020,,,,No classificat,0,Home,Sospitós,44
07/04/2020,31,Ripollès,17036,Campdevànol,1,Dona,Sospitós,2
07/04/2020,34,Selva,17164,Sant Hilari Sacalm,0,Home,Epidemiològic,1
07/04/2020,11,Baix Llobregat,08114,Martorell,0,Home,Sospitós,7
07/04/2020,24,Osona,08112,Manlleu,0,Home,Positiu PCR,3
07/04/2020,25,Pallars Jussà ,25171,La Pobla de Segur,1,Dona,Sospitós,1
07/04/2020,02,Alt Empordà ,17066,Figueres,1,Dona,Epidemiològic,3
07/04/2020,34,Selva,17193,Sils,0,Home,Positiu PCR,1
07/04/2020,13,Barcelonès,08019,Barcelona,1,Dona,Positiu PCR,172
07/04/2020,41,Vallès Oriental,08234,Sant Pere de Vilamajor,1,Dona,Positiu PCR,2
07/04/2020,11,Baix Llobregat,08301,Viladecans,1,Dona,Positiu PCR,10
07/04/2020,11,Baix Llobregat,08301,Viladecans,1,Dona,Sospitós,28
07/04/2020,34,Selva,17095,Lloret de Mar,0,Home,Sospitós,3
07/04/2020,02,Alt Empordà ,17132,Peralada,1,Dona,Sospitós,1
07/04/2020,41,Vallès Oriental,08088,La Garriga,0,Home,Sospitós,3
07/04/2020,10,Baix Empordà ,17902,Forallac,1,Dona,Sospitós,1
07/04/2020,41,Vallès Oriental,08088,La Garriga,0,Home,Positiu PCR,1
07/04/2020,24,Osona,08100,Gurb,1,Dona,Sospitós,1
07/04/2020,33,Segrià ,25133,Maials,1,Dona,Positiu PCR,1
07/04/2020,34,Selva,17009,Arbúcies,0,Home,Positiu PCR,1
07/04/2020,11,Baix Llobregat,08196,Sant Andreu de la Barca,1,Dona,Epidemiològic,1
07/04/2020,10,Baix Empordà ,17048,Castell-Platja d'Aro,0,Home,Positiu PCR,1
07/04/2020,10,Baix Empordà ,17013,Begur,1,Dona,Sospitós,2
07/04/2020,11,Baix Llobregat,08089,Gavà,1,Dona,Sospitós,5
07/04/2020,11,Baix Llobregat,08089,Gavà,1,Dona,Positiu PCR,14
07/04/2020,11,Baix Llobregat,08211,Sant Feliu de Llobregat,1,Dona,Sospitós,7
07/04/2020,11,Baix Llobregat,08905,La Palma de Cervelló,0,Home,Sospitós,1
07/04/2020,34,Selva,17095,Lloret de Mar,1,Dona,Positiu PCR,2
07/04/2020,34,Selva,17095,Lloret de Mar,1,Dona,Sospitós,3
07/04/2020,11,Baix Llobregat,08211,Sant Feliu de Llobregat,1,Dona,Positiu PCR,5
07/04/2020,41,Vallès Oriental,08248,Santa Eulàlia de Ronçana,0,Home,Sospitós,1
07/04/2020,24,Osona,08067,Centelles,1,Dona,Sospitós,2
07/04/2020,12,Baix Penedès,43002,Albinyana,1,Dona,Sospitós,1
07/04/2020,34,Selva,17101,Massanes,0,Home,Sospitós,1
07/04/2020,34,Selva,17103,Maçanet de la Selva,0,Home,Sospitós,1
07/04/2020,24,Osona,08037,Calldetenes,1,Dona,Positiu PCR,1
07/04/2020,10,Baix Empordà ,17022,La Bisbal d'Empordà,1,Dona,Epidemiològic,2
07/04/2020,24,Osona,08037,Calldetenes,0,Home,Sospitós,1
07/04/2020,14,Berguedà ,08022,Berga,0,Home,Epidemiològic,1
07/04/2020,11,Baix Llobregat,08208,Sant Esteve Sesrovires,0,Home,Epidemiològic,1
07/04/2020,34,Selva,17009,Arbúcies,0,Home,Epidemiològic,3
07/04/2020,13,Barcelonès,08194,Sant Adrià del Besòs,0,Home,Positiu PCR,3
07/04/2020,24,Osona,08017,Balenyà,0,Home,Positiu PCR,1
07/04/2020,11,Baix Llobregat,08200,Sant Boi de Llobregat,1,Dona,Positiu PCR,27
07/04/2020,11,Baix Llobregat,08089,Gavà,0,Home,Sospitós,4
07/04/2020,11,Baix Llobregat,08200,Sant Boi de Llobregat,1,Dona,Sospitós,15
07/04/2020,13,Barcelonès,08101,L'Hospitalet de Llobregat,1,Dona,Epidemiològic,1
07/04/2020,34,Selva,17146,Riells i Viabrea,0,Home,Sospitós,1
07/04/2020,23,Noguera,25172,Ponts,1,Dona,Sospitós,2
07/04/2020,31,Ripollès,17036,Campdevànol,0,Home,Sospitós,1
07/04/2020,10,Baix Empordà ,17160,Sant Feliu de Guíxols,0,Home,Epidemiològic,6
07/04/2020,16,Conca de Barberà ,43086,Montblanc,0,Home,Sospitós,9
07/04/2020,12,Baix Penedès,43020,Banyeres del Penedès,0,Home,Positiu PCR,1
07/04/2020,23,Noguera,25156,Os de Balaguer,0,Home,Sospitós,1
07/04/2020,41,Vallès Oriental,08256,Santa Maria de Martorelles,0,Home,Positiu PCR,1
07/04/2020,23,Noguera,25047,Bellcaire d'Urgell,1,Dona,Sospitós,1
07/04/2020,16,Conca de Barberà ,43139,Santa Coloma de Queralt,1,Dona,Sospitós,3
07/04/2020,41,Vallès Oriental,08086,Les Franqueses del Vallès,0,Home,Sospitós,2
07/04/2020,23,Noguera,25040,Balaguer,1,Dona,Positiu PCR,1
07/04/2020,34,Selva,17148,Riudarenes,1,Dona,Sospitós,1
07/04/2020,41,Vallès Oriental,08259,Santa Maria de Palautordera,0,Home,Sospitós,2
07/04/2020,03,Alt Penedès,08027,Les Cabanyes,1,Dona,Sospitós,2
07/04/2020,23,Noguera,25040,Balaguer,0,Home,Sospitós,4
07/04/2020,34,Selva,17150,Riudellots de la Selva,1,Dona,Sospitós,1
07/04/2020,22,Montsià ,43136,Sant Carles de la Ràpita,0,Home,Sospitós,1
07/04/2020,11,Baix Llobregat,08077,Esplugues de Llobregat,1,Dona,Sospitós,9
07/04/2020,03,Alt Penedès,08058,Castellet i la Gornal,1,Dona,Positiu PCR,1
07/04/2020,03,Alt Penedès,08065,Castellví de la Marca,1,Dona,Sospitós,1
07/04/2020,23,Noguera,25037,Les Avellanes i Santa Linya,1,Dona,Sospitós,1
07/04/2020,23,Noguera,25035,La Sentiu de Sió,1,Dona,Positiu PCR,1
07/04/2020,03,Alt Penedès,08085,Font-Rubí,1,Dona,Positiu PCR,1
07/04/2020,41,Vallès Oriental,08259,Santa Maria de Palautordera,1,Dona,Sospitós,2
07/04/2020,23,Noguera,25008,Albesa,1,Dona,Sospitós,2
07/04/2020,23,Noguera,25008,Albesa,1,Dona,Positiu PCR,1
07/04/2020,41,Vallès Oriental,08046,Cardedeu,1,Dona,Sospitós,5
07/04/2020,03,Alt Penedès,08091,Gelida,0,Home,Sospitós,1
07/04/2020,34,Selva,17164,Sant Hilari Sacalm,1,Dona,Sospitós,1
07/04/2020,16,Conca de Barberà ,43139,Santa Coloma de Queralt,1,Dona,Positiu PCR,1
07/04/2020,11,Baix Llobregat,08077,Esplugues de Llobregat,0,Home,Sospitós,5
07/04/2020,11,Baix Llobregat,08077,Esplugues de Llobregat,0,Home,Positiu PCR,2
07/04/2020,03,Alt Penedès,08091,Gelida,1,Dona,Sospitós,1
07/04/2020,03,Alt Penedès,08094,La Granada,1,Dona,Positiu PCR,1
07/04/2020,03,Alt Penedès,08094,La Granada,1,Dona,Sospitós,2
07/04/2020,10,Baix Empordà ,17203,Ultramort,0,Home,Sospitós,1
07/04/2020,12,Baix Penedès,43037,Calafell,0,Home,Sospitós,1
07/04/2020,34,Selva,17180,Santa Coloma de Farners,0,Home,Positiu PCR,1
07/04/2020,41,Vallès Oriental,08294,Vallgorguina,1,Dona,Sospitós,2
07/04/2020,41,Vallès Oriental,08124,Mollet del Vallès,0,Home,Positiu PCR,1
07/04/2020,11,Baix Llobregat,08114,Martorell,0,Home,Epidemiològic,2
07/04/2020,41,Vallès Oriental,08124,Mollet del Vallès,0,Home,Sospitós,8
07/04/2020,14,Berguedà ,08022,Berga,0,Home,Positiu PCR,1
07/04/2020,41,Vallès Oriental,08296,Vallromanes,0,Home,Sospitós,1
07/04/2020,41,Vallès Oriental,08046,Cardedeu,0,Home,Sospitós,1
07/04/2020,34,Selva,17180,Santa Coloma de Farners,1,Dona,Sospitós,1
07/04/2020,14,Berguedà ,08049,Casserres,1,Dona,Sospitós,1
07/04/2020,11,Baix Llobregat,08076,Esparreguera,1,Dona,Sospitós,1
07/04/2020,41,Vallès Oriental,08296,Vallromanes,1,Dona,Sospitós,1
07/04/2020,03,Alt Penedès,08145,Olèrdola,1,Dona,Sospitós,1
07/04/2020,12,Baix Penedès,43037,Calafell,1,Dona,Sospitós,4
07/04/2020,03,Alt Penedès,08146,Olesa de Bonesvalls,1,Dona,Positiu PCR,1
07/04/2020,13,Barcelonès,08245,Santa Coloma de Gramenet,1,Dona,Positiu PCR,20
07/04/2020,14,Berguedà ,08268,Cercs,1,Dona,Positiu PCR,1
07/04/2020,03,Alt Penedès,08164,El Pla del Penedès,1,Dona,Positiu PCR,1
07/04/2020,34,Selva,17189,La Cellera de Ter,1,Dona,Sospitós,1
07/04/2020,11,Baix Llobregat,08200,Sant Boi de Llobregat,0,Home,Positiu PCR,12
07/04/2020,03,Alt Penedès,08174,Puigdàlber,1,Dona,Positiu PCR,1
07/04/2020,41,Vallès Oriental,08042,Cànoves i Samalús,0,Home,Sospitós,1
07/04/2020,11,Baix Llobregat,08076,Esparreguera,0,Home,Sospitós,4
07/04/2020,06,Anoia,08302,Vilanova del Camí,0,Home,Epidemiològic,1
07/04/2020,07,Bages,08113,Manresa,1,Dona,Positiu PCR,18
07/04/2020,12,Baix Penedès,43051,Cunit,0,Home,Positiu PCR,1
07/04/2020,12,Baix Penedès,43051,Cunit,0,Home,Sospitós,1
07/04/2020,41,Vallès Oriental,08902,Vilanova del Vallès,0,Home,Positiu PCR,1
07/04/2020,41,Vallès Oriental,08902,Vilanova del Vallès,0,Home,Sospitós,1
07/04/2020,03,Alt Penedès,08227,Sant Martí Sarroca,1,Dona,Sospitós,7
07/04/2020,34,Selva,17193,Sils,1,Dona,Positiu PCR,1
07/04/2020,34,Selva,17193,Sils,1,Dona,Sospitós,2
07/04/2020,01,Alt Camp,43108,El Pla de Santa Maria,1,Dona,Sospitós,1
07/04/2020,20,Gironès,17079,Girona,1,Dona,Positiu PCR,17
07/04/2020,13,Barcelonès,08194,Sant Adrià del Besòs,1,Dona,Positiu PCR,5
07/04/2020,11,Baix Llobregat,08073,Cornellà de Llobregat,0,Home,Positiu PCR,5
07/04/2020,12,Baix Penedès,43051,Cunit,1,Dona,Sospitós,2
07/04/2020,41,Vallès Oriental,08159,Parets del Vallès,1,Dona,Positiu PCR,2
07/04/2020,20,Gironès,17079,Girona,0,Home,Positiu PCR,7
07/04/2020,41,Vallès Oriental,08159,Parets del Vallès,1,Dona,Sospitós,4
07/04/2020,10,Baix Empordà ,17117,Palafrugell,0,Home,Epidemiològic,1
07/04/2020,21,Maresme,08284,Tordera,1,Dona,Sospitós,1
07/04/2020,21,Maresme,08284,Tordera,1,Dona,Positiu PCR,1
07/04/2020,03,Alt Penedès,08232,Sant Pere de Riudebitlles,1,Dona,Positiu PCR,1
07/04/2020,41,Vallès Oriental,08041,Canovelles,1,Dona,Sospitós,1
07/04/2020,02,Alt Empordà ,17086,La Jonquera,1,Dona,Sospitós,1
07/04/2020,34,Selva,17202,Tossa de Mar,1,Dona,Sospitós,1
07/04/2020,21,Maresme,08284,Tordera,0,Home,Positiu PCR,1
07/04/2020,03,Alt Penedès,08236,Sant Quintí de Mediona,1,Dona,Positiu PCR,1
07/04/2020,10,Baix Empordà ,17022,La Bisbal d'Empordà,1,Dona,Sospitós,4
07/04/2020,11,Baix Llobregat,08073,Cornellà de Llobregat,1,Dona,Sospitós,14
07/04/2020,34,Selva,17213,Vidreres,0,Home,Positiu PCR,1
07/04/2020,21,Maresme,08282,Tiana,1,Dona,Sospitós,1
07/04/2020,21,Maresme,08282,Tiana,1,Dona,Positiu PCR,1
07/04/2020,03,Alt Penedès,08240,Sant Sadurní d'Anoia,0,Home,Sospitós,1
07/04/2020,11,Baix Llobregat,08073,Cornellà de Llobregat,1,Dona,Positiu PCR,13
07/04/2020,34,Selva,17213,Vidreres,1,Dona,Sospitós,2
07/04/2020,21,Maresme,08282,Tiana,0,Home,Positiu PCR,5
07/04/2020,03,Alt Penedès,08240,Sant Sadurní d'Anoia,1,Dona,Positiu PCR,2
07/04/2020,03,Alt Penedès,08240,Sant Sadurní d'Anoia,1,Dona,Sospitós,1
07/04/2020,10,Baix Empordà ,17117,Palafrugell,0,Home,Positiu per Test Ràpid,3
07/04/2020,21,Maresme,08281,Teià,1,Dona,Sospitós,4
07/04/2020,41,Vallès Oriental,08041,Canovelles,0,Home,Sospitós,2
07/04/2020,41,Vallès Oriental,08041,Canovelles,0,Home,Positiu PCR,2
07/04/2020,42,Moianès,08034,Calders,0,Home,Sospitós,1
07/04/2020,03,Alt Penedès,08251,Santa Margarida i els Monjos,0,Home,Sospitós,2
07/04/2020,03,Alt Penedès,08251,Santa Margarida i els Monjos,1,Dona,Positiu PCR,2
07/04/2020,03,Alt Penedès,08251,Santa Margarida i els Monjos,1,Dona,Sospitós,1
07/04/2020,12,Baix Penedès,43140,Santa Oliva,0,Home,Sospitós,1
07/04/2020,12,Baix Penedès,43140,Santa Oliva,1,Dona,Sospitós,2
07/04/2020,25,Pallars Jussà ,25171,La Pobla de Segur,1,Dona,Positiu PCR,1
07/04/2020,21,Maresme,08264,Sant Vicenç de Montalt,0,Home,Sospitós,1
07/04/2020,11,Baix Llobregat,08073,Cornellà de Llobregat,0,Home,Sospitós,15
07/04/2020,03,Alt Penedès,08273,Subirats,1,Dona,Sospitós,2
07/04/2020,35,Solsonès,25129,Llobera,1,Dona,Sospitós,1
07/04/2020,35,Solsonès,25146,Navès,1,Dona,Positiu PCR,1
07/04/2020,28,Pla de l'Estany,17071,Fontcoberta,1,Dona,Sospitós,2
07/04/2020,02,Alt Empordà ,17062,L'Escala,1,Dona,Sospitós,1
07/04/2020,21,Maresme,08235,Sant Pol de Mar,1,Dona,Sospitós,1
07/04/2020,03,Alt Penedès,08287,Torrelavit,1,Dona,Sospitós,1
07/04/2020,03,Alt Penedès,08288,Torrelles de Foix,0,Home,Sospitós,1
07/04/2020,21,Maresme,08235,Sant Pol de Mar,0,Home,Positiu PCR,1
07/04/2020,41,Vallès Oriental,08033,Caldes de Montbui,1,Dona,Sospitós,1
07/04/2020,03,Alt Penedès,08288,Torrelles de Foix,1,Dona,Sospitós,2
07/04/2020,42,Moianès,08064,Castellterçol,1,Dona,Positiu PCR,2
07/04/2020,35,Solsonès,25207,Solsona,0,Home,Sospitós,1
07/04/2020,21,Maresme,08230,Premià de Dalt,1,Dona,Sospitós,2
07/04/2020,21,Maresme,08230,Premià de Dalt,1,Dona,Positiu PCR,2
07/04/2020,11,Baix Llobregat,08072,Corbera de Llobregat,1,Dona,Sospitós,7
07/04/2020,11,Baix Llobregat,08072,Corbera de Llobregat,1,Dona,Positiu PCR,1
07/04/2020,21,Maresme,08230,Premià de Dalt,0,Home,Sospitós,1
07/04/2020,41,Vallès Oriental,08135,Montmeló,1,Dona,Sospitós,2
07/04/2020,12,Baix Penedès,43163,El Vendrell,0,Home,Sospitós,3
07/04/2020,03,Alt Penedès,08305,Vilafranca del Penedès,0,Home,Positiu PCR,7
07/04/2020,03,Alt Penedès,08305,Vilafranca del Penedès,0,Home,Sospitós,9
07/04/2020,11,Baix Llobregat,08072,Corbera de Llobregat,0,Home,Sospitós,3
07/04/2020,,,,No classificat,1,Dona,Sospitós,89
07/04/2020,14,Berguedà ,08175,Puig-Reig,0,Home,Positiu PCR,1
07/04/2020,36,Tarragonès,43012,Altafulla,1,Dona,Sospitós,3
07/04/2020,11,Baix Llobregat,08221,Sant Just Desvern,0,Home,Sospitós,1
07/04/2020,21,Maresme,08219,Vilassar de Mar,0,Home,Sospitós,2
07/04/2020,41,Vallès Oriental,08033,Caldes de Montbui,0,Home,Positiu PCR,1
07/04/2020,11,Baix Llobregat,08069,Collbató,1,Dona,Sospitós,1
07/04/2020,11,Baix Llobregat,08069,Collbató,1,Dona,Positiu PCR,1
07/04/2020,03,Alt Penedès,08305,Vilafranca del Penedès,1,Dona,Positiu PCR,41
07/04/2020,03,Alt Penedès,08305,Vilafranca del Penedès,1,Dona,Sospitós,15
07/04/2020,21,Maresme,08214,Vilassar de Dalt,1,Dona,Sospitós,3
07/04/2020,21,Maresme,08214,Vilassar de Dalt,1,Dona,Positiu PCR,1
07/04/2020,04,Alt Urgell,25140,Montferrer i Castellbò,1,Dona,Positiu PCR,1
07/04/2020,30,Ribera d'Ebre,43099,La Palma d'Ebre,0,Home,Sospitós,1
07/04/2020,12,Baix Penedès,43163,El Vendrell,1,Dona,Sospitós,5
07/04/2020,,,,(Altres municipis),0,Home,Positiu PCR,1
07/04/2020,21,Maresme,08214,Vilassar de Dalt,0,Home,Sospitós,2
07/04/2020,21,Maresme,08214,Vilassar de Dalt,0,Home,Positiu PCR,1
07/04/2020,36,Tarragonès,43047,Constantí,0,Home,Sospitós,1
07/04/2020,42,Moianès,08138,Moià,1,Dona,Positiu PCR,2
07/04/2020,14,Berguedà ,08022,Berga,0,Home,Sospitós,2
07/04/2020,10,Baix Empordà ,17181,Santa Cristina d'Aro,1,Dona,Sospitós,2
07/04/2020,42,Moianès,08138,Moià,1,Dona,Sospitós,2
07/04/2020,30,Ribera d'Ebre,43094,Móra la Nova,1,Dona,Sospitós,1
07/04/2020,11,Baix Llobregat,08069,Collbató,0,Home,Sospitós,1
07/04/2020,10,Baix Empordà ,17199,Torroella de Montgrí,0,Home,Sospitós,4
07/04/2020,21,Maresme,08203,Sant Cebrià de Vallalta,0,Home,Sospitós,1
07/04/2020,41,Vallès Oriental,08023,Bigues i Riells,1,Dona,Sospitós,1
07/04/2020,41,Vallès Oriental,08023,Bigues i Riells,1,Dona,Positiu PCR,1
07/04/2020,11,Baix Llobregat,08068,Cervelló,1,Dona,Positiu PCR,1
07/04/2020,04,Alt Urgell,25203,La Seu d'Urgell,1,Dona,Positiu PCR,1
07/04/2020,04,Alt Urgell,25203,La Seu d'Urgell,1,Dona,Sospitós,2
07/04/2020,33,Segrià ,25254,Vilanova de la Barca,1,Dona,Sospitós,1
07/04/2020,36,Tarragonès,43050,Creixell,0,Home,Sospitós,1
07/04/2020,21,Maresme,08197,Sant Andreu de Llavaneres,0,Home,Sospitós,2
07/04/2020,11,Baix Llobregat,08068,Cervelló,0,Home,Sospitós,1
