"date","region_code","region","country","population","cases_registered","cases_per_100000","intensive_care","intensive_care_per_1000000","deceassed","deceassed_per_100000","recovered","recovered_per_100000"
2020-02-27,1,"Piemonte","Italia",4356406,2,0.05,0,0,0,0,0,0
2020-03-08,1,"Piemonte","Italia",4356406,360,8.26,45,1.03,5,0.11,0,0
2020-02-28,1,"Piemonte","Italia",4356406,11,0.25,0,0,0,0,0,0
2020-03-13,1,"Piemonte","Italia",4356406,840,19.28,135,3.1,46,1.06,0,0
2020-03-04,1,"Piemonte","Italia",4356406,82,1.88,13,0.3,0,0,0,0
2020-03-01,1,"Piemonte","Italia",4356406,49,1.12,2,0.05,0,0,0,0
2020-03-02,1,"Piemonte","Italia",4356406,51,1.17,2,0.05,0,0,0,0
2020-03-05,1,"Piemonte","Italia",4356406,108,2.48,17,0.39,2,0.05,0,0
2020-03-24,1,"Piemonte","Italia",4356406,5515,126.6,360,8.26,374,8.59,17,0.39
2020-03-15,1,"Piemonte","Italia",4356406,1111,25.5,171,3.93,81,1.86,0,0
2020-03-06,1,"Piemonte","Italia",4356406,143,3.28,30,0.69,4,0.09,0,0
2020-03-23,1,"Piemonte","Italia",4356406,4861,111.58,343,7.87,315,7.23,17,0.39
2020-03-19,1,"Piemonte","Italia",4356406,2932,67.3,257,5.9,175,4.02,3,0.07
2020-03-09,1,"Piemonte","Italia",4356406,350,8.03,50,1.15,13,0.3,0,0
2020-02-29,1,"Piemonte","Italia",4356406,11,0.25,0,0,0,0,0,0
2020-03-20,1,"Piemonte","Italia",4356406,3461,79.45,280,6.43,209,4.8,8,0.18
2020-03-11,1,"Piemonte","Italia",4356406,501,11.5,75,1.72,21,0.48,0,0
2020-03-22,1,"Piemonte","Italia",4356406,4420,101.46,308,7.07,283,6.5,10,0.23
2020-03-21,1,"Piemonte","Italia",4356406,3752,86.13,301,6.91,238,5.46,8,0.18
2020-03-07,1,"Piemonte","Italia",4356406,207,4.75,38,0.87,5,0.11,0,0
2020-02-25,1,"Piemonte","Italia",4356406,3,0.07,0,0,0,0,0,0
2020-03-10,1,"Piemonte","Italia",4356406,453,10.4,66,1.52,17,0.39,0,0
2020-03-16,1,"Piemonte","Italia",4356406,1516,34.8,186,4.27,111,2.55,0,0
2020-02-26,1,"Piemonte","Italia",4356406,3,0.07,0,0,0,0,0,0
2020-03-14,1,"Piemonte","Italia",4356406,873,20.04,150,3.44,59,1.35,0,0
2020-03-18,1,"Piemonte","Italia",4356406,2341,53.74,227,5.21,154,3.54,0,0
2020-03-17,1,"Piemonte","Italia",4356406,1897,43.55,206,4.73,133,3.05,0,0
2020-02-24,1,"Piemonte","Italia",4356406,3,0.07,0,0,0,0,0,0
2020-03-12,1,"Piemonte","Italia",4356406,580,13.31,97,2.23,26,0.6,0,0
2020-03-22,16,"Puglia","Italia",4029053,786,19.51,37,0.92,31,0.77,7,0.17
2020-03-24,16,"Puglia","Italia",4029053,1005,24.94,57,1.41,44,1.09,21,0.52
2020-02-28,16,"Puglia","Italia",4029053,3,0.07,0,0,0,0,0,0
2020-03-05,16,"Puglia","Italia",4029053,14,0.35,1,0.02,1,0.02,1,0.02
2020-03-02,16,"Puglia","Italia",4029053,4,0.1,0,0,0,0,0,0
2020-03-01,16,"Puglia","Italia",4029053,3,0.07,0,0,0,0,0,0
2020-02-25,16,"Puglia","Italia",4029053,0,0,0,0,0,0,0,0
2020-03-06,16,"Puglia","Italia",4029053,17,0.42,1,0.02,1,0.02,1,0.02
2020-03-03,16,"Puglia","Italia",4029053,6,0.15,0,0,0,0,0,0
2020-02-29,16,"Puglia","Italia",4029053,3,0.07,0,0,0,0,0,0
2020-03-23,16,"Puglia","Italia",4029053,906,22.49,45,1.12,37,0.92,7,0.17
2020-03-17,16,"Puglia","Italia",4029053,340,8.44,14,0.35,18,0.45,2,0.05
2020-03-04,16,"Puglia","Italia",4029053,9,0.22,0,0,1,0.02,1,0.02
2020-02-26,16,"Puglia","Italia",4029053,0,0,0,0,0,0,0,0
2020-03-20,16,"Puglia","Italia",4029053,581,14.42,31,0.77,26,0.65,4,0.1
2020-03-07,16,"Puglia","Italia",4029053,26,0.65,2,0.05,2,0.05,1,0.02
2020-03-19,16,"Puglia","Italia",4029053,478,11.86,31,0.77,25,0.62,4,0.1
2020-03-15,16,"Puglia","Italia",4029053,230,5.71,6,0.15,16,0.4,2,0.05
2020-03-08,16,"Puglia","Italia",4029053,40,0.99,3,0.07,3,0.07,1,0.02
2020-03-11,16,"Puglia","Italia",4029053,77,1.91,4,0.1,5,0.12,1,0.02
2020-03-13,16,"Puglia","Italia",4029053,129,3.2,2,0.05,5,0.12,3,0.07
2020-02-27,16,"Puglia","Italia",4029053,1,0.02,0,0,0,0,0,0
2020-03-21,16,"Puglia","Italia",4029053,675,16.75,33,0.82,29,0.72,4,0.1
2020-03-12,16,"Puglia","Italia",4029053,104,2.58,2,0.05,5,0.12,1,0.02
2020-03-14,16,"Puglia","Italia",4029053,166,4.12,6,0.15,8,0.2,2,0.05
2020-03-09,16,"Puglia","Italia",4029053,50,1.24,6,0.15,3,0.07,1,0.02
2020-02-24,16,"Puglia","Italia",4029053,0,0,0,0,0,0,0,0
2020-03-18,16,"Puglia","Italia",4029053,383,9.51,30,0.74,19,0.47,2,0.05
2020-03-10,16,"Puglia","Italia",4029053,59,1.46,6,0.15,3,0.07,1,0.02
2020-03-16,16,"Puglia","Italia",4029053,230,5.71,6,0.15,16,0.4,2,0.05
2020-03-01,20,"Sardegna","Italia",1639591,0,0,0,0,0,0,0,0
2020-03-02,20,"Sardegna","Italia",1639591,0,0,0,0,0,0,0,0
2020-02-28,20,"Sardegna","Italia",1639591,0,0,0,0,0,0,0,0
2020-03-06,20,"Sardegna","Italia",1639591,5,0.3,0,0,0,0,0,0
2020-03-24,20,"Sardegna","Italia",1639591,421,25.68,19,1.16,15,0.91,11,0.67
2020-03-03,20,"Sardegna","Italia",1639591,1,0.06,0,0,0,0,0,0
2020-03-23,20,"Sardegna","Italia",1639591,359,21.9,18,1.1,11,0.67,5,0.3
2020-03-07,20,"Sardegna","Italia",1639591,5,0.3,0,0,0,0,0,0
2020-03-05,20,"Sardegna","Italia",1639591,2,0.12,0,0,0,0,0,0
2020-03-04,20,"Sardegna","Italia",1639591,2,0.12,0,0,0,0,0,0
2020-03-08,20,"Sardegna","Italia",1639591,11,0.67,0,0,0,0,0,0
2020-02-26,20,"Sardegna","Italia",1639591,0,0,0,0,0,0,0,0
2020-03-13,20,"Sardegna","Italia",1639591,43,2.62,0,0,0,0,0,0
2020-03-22,20,"Sardegna","Italia",1639591,339,20.68,16,0.98,7,0.43,5,0.3
2020-02-27,20,"Sardegna","Italia",1639591,0,0,0,0,0,0,0,0
2020-03-15,20,"Sardegna","Italia",1639591,77,4.7,0,0,2,0.12,0,0
2020-02-25,20,"Sardegna","Italia",1639591,0,0,0,0,0,0,0,0
2020-03-19,20,"Sardegna","Italia",1639591,206,12.56,9,0.55,2,0.12,0,0
2020-03-17,20,"Sardegna","Italia",1639591,117,7.14,4,0.24,2,0.12,0,0
2020-02-29,20,"Sardegna","Italia",1639591,0,0,0,0,0,0,0,0
2020-03-14,20,"Sardegna","Italia",1639591,47,2.87,0,0,0,0,0,0
2020-03-20,20,"Sardegna","Italia",1639591,293,17.87,15,0.91,2,0.12,3,0.18
2020-03-11,20,"Sardegna","Italia",1639591,37,2.26,0,0,0,0,0,0
2020-03-09,20,"Sardegna","Italia",1639591,19,1.16,0,0,0,0,0,0
2020-02-24,20,"Sardegna","Italia",1639591,0,0,0,0,0,0,0,0
2020-03-12,20,"Sardegna","Italia",1639591,39,2.38,0,0,0,0,0,0
2020-03-10,20,"Sardegna","Italia",1639591,20,1.22,0,0,0,0,0,0
2020-03-21,20,"Sardegna","Italia",1639591,330,20.13,16,0.98,4,0.24,5,0.3
2020-03-18,20,"Sardegna","Italia",1639591,134,8.17,7,0.43,2,0.12,0,0
2020-03-16,20,"Sardegna","Italia",1639591,107,6.53,0,0,2,0.12,0,0
2020-03-24,19,"Sicilia","Italia",4999891,846,16.92,60,1.2,20,0.4,27,0.54
2020-03-23,19,"Sicilia","Italia",4999891,721,14.42,60,1.2,13,0.26,27,0.54
2020-02-29,19,"Sicilia","Italia",4999891,4,0.08,0,0,0,0,2,0.04
2020-03-15,19,"Sicilia","Italia",4999891,188,3.76,15,0.3,2,0.04,7,0.14
2020-03-04,19,"Sicilia","Italia",4999891,18,0.36,0,0,0,0,2,0.04
2020-03-22,19,"Sicilia","Italia",4999891,630,12.6,55,1.1,8,0.16,26,0.52
2020-03-01,19,"Sicilia","Italia",4999891,9,0.18,0,0,0,0,2,0.04
2020-03-09,19,"Sicilia","Italia",4999891,54,1.08,0,0,0,0,2,0.04
2020-02-27,19,"Sicilia","Italia",4999891,4,0.08,0,0,0,0,2,0.04
2020-03-07,19,"Sicilia","Italia",4999891,35,0.7,0,0,0,0,2,0.04
2020-02-26,19,"Sicilia","Italia",4999891,3,0.06,0,0,0,0,0,0
2020-02-28,19,"Sicilia","Italia",4999891,4,0.08,0,0,0,0,2,0.04
2020-03-06,19,"Sicilia","Italia",4999891,24,0.48,0,0,0,0,2,0.04
2020-03-20,19,"Sicilia","Italia",4999891,408,8.16,42,0.84,4,0.08,25,0.5
2020-03-03,19,"Sicilia","Italia",4999891,7,0.14,0,0,0,0,2,0.04
2020-03-19,19,"Sicilia","Italia",4999891,340,6.8,36,0.72,4,0.08,15,0.3
2020-03-21,19,"Sicilia","Italia",4999891,490,9.8,48,0.96,6,0.12,26,0.52
2020-03-08,19,"Sicilia","Italia",4999891,53,1.06,0,0,0,0,2,0.04
2020-03-14,19,"Sicilia","Italia",4999891,156,3.12,11,0.22,2,0.04,4,0.08
2020-03-02,19,"Sicilia","Italia",4999891,7,0.14,0,0,0,0,2,0.04
2020-03-16,19,"Sicilia","Italia",4999891,213,4.26,20,0.4,2,0.04,8,0.16
2020-03-05,19,"Sicilia","Italia",4999891,18,0.36,0,0,0,0,2,0.04
2020-03-11,19,"Sicilia","Italia",4999891,83,1.66,1,0.02,0,0,2,0.04
2020-03-13,19,"Sicilia","Italia",4999891,130,2.6,7,0.14,2,0.04,2,0.04
2020-03-10,19,"Sicilia","Italia",4999891,62,1.24,2,0.04,0,0,2,0.04
2020-02-25,19,"Sicilia","Italia",4999891,3,0.06,0,0,0,0,0,0
2020-03-12,19,"Sicilia","Italia",4999891,115,2.3,5,0.1,2,0.04,2,0.04
2020-03-17,19,"Sicilia","Italia",4999891,237,4.74,28,0.56,3,0.06,8,0.16
2020-02-24,19,"Sicilia","Italia",4999891,0,0,0,0,0,0,0,0
2020-03-18,19,"Sicilia","Italia",4999891,282,5.64,29,0.58,3,0.06,12,0.24
2020-02-28,9,"Toscana","Italia",3729641,8,0.21,0,0,0,0,1,0.03
2020-03-24,9,"Toscana","Italia",3729641,2699,72.37,244,6.54,129,3.46,51,1.37
2020-02-26,9,"Toscana","Italia",3729641,2,0.05,0,0,0,0,0,0
2020-02-29,9,"Toscana","Italia",3729641,11,0.29,0,0,0,0,1,0.03
2020-03-23,9,"Toscana","Italia",3729641,2461,65.98,238,6.38,109,2.92,51,1.37
2020-02-27,9,"Toscana","Italia",3729641,2,0.05,0,0,0,0,0,0
2020-03-21,9,"Toscana","Italia",3729641,2012,53.95,202,5.42,72,1.93,35,0.94
2020-02-24,9,"Toscana","Italia",3729641,0,0,0,0,0,0,0,0
2020-03-20,9,"Toscana","Italia",3729641,1793,48.07,189,5.07,47,1.26,33,0.88
2020-03-22,9,"Toscana","Italia",3729641,2277,61.05,215,5.76,91,2.44,42,1.13
2020-03-03,9,"Toscana","Italia",3729641,19,0.51,0,0,0,0,1,0.03
2020-03-01,9,"Toscana","Italia",3729641,13,0.35,0,0,0,0,1,0.03
2020-03-08,9,"Toscana","Italia",3729641,166,4.45,7,0.19,0,0,1,0.03
2020-02-25,9,"Toscana","Italia",3729641,2,0.05,0,0,0,0,0,0
2020-03-13,9,"Toscana","Italia",3729641,470,12.6,77,2.06,5,0.13,10,0.27
2020-03-02,9,"Toscana","Italia",3729641,13,0.35,0,0,0,0,1,0.03
2020-03-05,9,"Toscana","Italia",3729641,61,1.64,3,0.08,0,0,1,0.03
2020-03-07,9,"Toscana","Italia",3729641,113,3.03,7,0.19,0,0,1,0.03
2020-03-17,9,"Toscana","Italia",3729641,1053,28.23,143,3.83,17,0.46,12,0.32
2020-03-19,9,"Toscana","Italia",3729641,1482,39.74,178,4.77,38,1.02,22,0.59
2020-03-15,9,"Toscana","Italia",3729641,781,20.94,107,2.87,8,0.21,10,0.27
2020-03-11,9,"Toscana","Italia",3729641,320,8.58,54,1.45,1,0.03,5,0.13
2020-03-14,9,"Toscana","Italia",3729641,630,16.89,87,2.33,6,0.16,10,0.27
2020-03-04,9,"Toscana","Italia",3729641,38,1.02,2,0.05,0,0,1,0.03
2020-03-09,9,"Toscana","Italia",3729641,208,5.58,9,0.24,1,0.03,1,0.03
2020-03-12,9,"Toscana","Italia",3729641,364,9.76,59,1.58,5,0.13,7,0.19
2020-03-18,9,"Toscana","Italia",3729641,1330,35.66,160,4.29,22,0.59,17,0.46
2020-03-10,9,"Toscana","Italia",3729641,264,7.08,40,1.07,1,0.03,3,0.08
2020-03-06,9,"Toscana","Italia",3729641,79,2.12,5,0.13,0,0,1,0.03
2020-03-16,9,"Toscana","Italia",3729641,866,23.22,107,2.87,14,0.38,11,0.29
2020-02-28,10,"Umbria","Italia",882015,0,0,0,0,0,0,0,0
2020-03-03,10,"Umbria","Italia",882015,8,0.91,1,0.11,0,0,0,0
2020-02-25,10,"Umbria","Italia",882015,0,0,0,0,0,0,0,0
2020-03-23,10,"Umbria","Italia",882015,577,65.42,42,4.76,16,1.81,5,0.57
2020-02-29,10,"Umbria","Italia",882015,0,0,0,0,0,0,0,0
2020-03-13,10,"Umbria","Italia",882015,76,8.62,10,1.13,1,0.11,2,0.23
2020-03-05,10,"Umbria","Italia",882015,9,1.02,1,0.11,0,0,0,0
2020-03-20,10,"Umbria","Italia",882015,395,44.78,24,2.72,7,0.79,4,0.45
2020-03-17,10,"Umbria","Italia",882015,197,22.34,21,2.38,1,0.11,4,0.45
2020-03-19,10,"Umbria","Italia",882015,334,37.87,21,2.38,2,0.23,4,0.45
2020-03-15,10,"Umbria","Italia",882015,143,16.21,13,1.47,1,0.11,3,0.34
2020-03-21,10,"Umbria","Italia",882015,462,52.38,29,3.29,10,1.13,5,0.57
2020-03-07,10,"Umbria","Italia",882015,24,2.72,2,0.23,0,0,0,0
2020-03-04,10,"Umbria","Italia",882015,9,1.02,1,0.11,0,0,0,0
2020-03-09,10,"Umbria","Italia",882015,28,3.17,2,0.23,0,0,0,0
2020-02-26,10,"Umbria","Italia",882015,0,0,0,0,0,0,0,0
2020-03-11,10,"Umbria","Italia",882015,46,5.22,5,0.57,0,0,2,0.23
2020-03-24,10,"Umbria","Italia",882015,648,73.47,43,4.88,19,2.15,5,0.57
2020-03-22,10,"Umbria","Italia",882015,521,59.07,35,3.97,16,1.81,5,0.57
2020-03-06,10,"Umbria","Italia",882015,16,1.81,2,0.23,0,0,0,0
2020-03-01,10,"Umbria","Italia",882015,2,0.23,0,0,0,0,0,0
2020-03-14,10,"Umbria","Italia",882015,107,12.13,11,1.25,1,0.11,3,0.34
2020-03-10,10,"Umbria","Italia",882015,37,4.19,2,0.23,0,0,0,0
2020-02-27,10,"Umbria","Italia",882015,0,0,0,0,0,0,0,0
2020-03-12,10,"Umbria","Italia",882015,64,7.26,8,0.91,0,0,2,0.23
2020-03-18,10,"Umbria","Italia",882015,247,28,21,2.38,2,0.23,4,0.45
2020-03-16,10,"Umbria","Italia",882015,164,18.59,15,1.7,1,0.11,4,0.45
2020-02-24,10,"Umbria","Italia",882015,0,0,0,0,0,0,0,0
2020-03-08,10,"Umbria","Italia",882015,26,2.95,2,0.23,0,0,0,0
2020-03-02,10,"Umbria","Italia",882015,2,0.23,0,0,0,0,0,0
2020-03-07,2,"Valle d'Aosta","Italia",125666,8,6.37,0,0,0,0,0,0
2020-02-26,2,"Valle d'Aosta","Italia",125666,0,0,0,0,0,0,0,0
2020-03-13,2,"Valle d'Aosta","Italia",125666,28,22.28,0,0,1,0.8,0,0
2020-02-28,2,"Valle d'Aosta","Italia",125666,0,0,0,0,0,0,0,0
2020-03-01,2,"Valle d'Aosta","Italia",125666,0,0,0,0,0,0,0,0
2020-02-25,2,"Valle d'Aosta","Italia",125666,0,0,0,0,0,0,0,0
2020-03-19,2,"Valle d'Aosta","Italia",125666,215,171.09,9,7.16,6,4.77,0,0
2020-02-29,2,"Valle d'Aosta","Italia",125666,0,0,0,0,0,0,0,0
2020-03-21,2,"Valle d'Aosta","Italia",125666,313,249.07,15,11.94,8,6.37,1,0.8
2020-03-14,2,"Valle d'Aosta","Italia",125666,42,33.42,0,0,1,0.8,0,0
2020-03-23,2,"Valle d'Aosta","Italia",125666,393,312.73,20,15.92,12,9.55,2,1.59
2020-02-27,2,"Valle d'Aosta","Italia",125666,0,0,0,0,0,0,0,0
2020-03-02,2,"Valle d'Aosta","Italia",125666,0,0,0,0,0,0,0,0
2020-02-24,2,"Valle d'Aosta","Italia",125666,0,0,0,0,0,0,0,0
2020-03-20,2,"Valle d'Aosta","Italia",125666,264,210.08,9,7.16,7,5.57,0,0
2020-03-04,2,"Valle d'Aosta","Italia",125666,0,0,0,0,0,0,0,0
2020-03-22,2,"Valle d'Aosta","Italia",125666,364,289.66,21,16.71,9,7.16,1,0.8
2020-03-08,2,"Valle d'Aosta","Italia",125666,9,7.16,0,0,0,0,0,0
2020-03-24,2,"Valle d'Aosta","Italia",125666,400,318.3,20,15.92,19,15.12,2,1.59
2020-03-17,2,"Valle d'Aosta","Italia",125666,136,108.22,6,4.77,2,1.59,0,0
2020-03-03,2,"Valle d'Aosta","Italia",125666,0,0,0,0,0,0,0,0
2020-03-09,2,"Valle d'Aosta","Italia",125666,15,11.94,0,0,0,0,0,0
2020-03-05,2,"Valle d'Aosta","Italia",125666,2,1.59,0,0,0,0,0,0
2020-03-11,2,"Valle d'Aosta","Italia",125666,20,15.92,0,0,1,0.8,0,0
2020-03-18,2,"Valle d'Aosta","Italia",125666,165,131.3,3,2.39,3,2.39,0,0
2020-03-10,2,"Valle d'Aosta","Italia",125666,17,13.53,0,0,0,0,0,0
2020-03-15,2,"Valle d'Aosta","Italia",125666,57,45.36,3,2.39,1,0.8,0,0
2020-03-12,2,"Valle d'Aosta","Italia",125666,27,21.49,0,0,1,0.8,0,0
2020-03-16,2,"Valle d'Aosta","Italia",125666,105,83.55,5,3.98,2,1.59,0,0
2020-03-06,2,"Valle d'Aosta","Italia",125666,7,5.57,0,0,0,0,0,0
2020-03-07,5,"Veneto","Italia",4905854,543,11.07,41,0.84,13,0.26,25,0.51
2020-03-03,5,"Veneto","Italia",4905854,307,6.26,19,0.39,3,0.06,7,0.14
2020-03-20,5,"Veneto","Italia",4905854,4031,82.17,236,4.81,131,2.67,223,4.55
2020-03-13,5,"Veneto","Italia",4905854,1595,32.51,107,2.18,42,0.86,100,2.04
2020-03-09,5,"Veneto","Italia",4905854,744,15.17,51,1.04,20,0.41,30,0.61
2020-03-05,5,"Veneto","Italia",4905854,407,8.3,24,0.49,10,0.2,17,0.35
2020-03-01,5,"Veneto","Italia",4905854,263,5.36,13,0.26,2,0.04,0,0
2020-02-27,5,"Veneto","Italia",4905854,111,2.26,8,0.16,2,0.04,0,0
2020-03-19,5,"Veneto","Italia",4905854,3484,71.02,209,4.26,115,2.34,200,4.08
2020-03-15,5,"Veneto","Italia",4905854,2172,44.27,129,2.63,63,1.28,120,2.45
2020-03-21,5,"Veneto","Italia",4905854,4617,94.11,249,5.08,146,2.98,257,5.24
2020-03-11,5,"Veneto","Italia",4905854,1023,20.85,68,1.39,29,0.59,54,1.1
2020-03-04,5,"Veneto","Italia",4905854,360,7.34,23,0.47,6,0.12,9,0.18
2020-02-29,5,"Veneto","Italia",4905854,191,3.89,11,0.22,2,0.04,0,0
2020-03-06,5,"Veneto","Italia",4905854,488,9.95,27,0.55,12,0.24,22,0.45
2020-03-08,5,"Veneto","Italia",4905854,670,13.66,47,0.96,18,0.37,29,0.59
2020-03-17,5,"Veneto","Italia",4905854,2704,55.12,171,3.49,80,1.63,136,2.77
2020-03-10,5,"Veneto","Italia",4905854,856,17.45,67,1.37,26,0.53,47,0.96
2020-02-25,5,"Veneto","Italia",4905854,43,0.88,7,0.14,1,0.02,0,0
2020-03-12,5,"Veneto","Italia",4905854,1384,28.21,85,1.73,32,0.65,55,1.12
2020-03-14,5,"Veneto","Italia",4905854,1937,39.48,119,2.43,55,1.12,107,2.18
2020-03-23,5,"Veneto","Italia",4905854,5505,112.21,281,5.73,192,3.91,327,6.67
2020-03-16,5,"Veneto","Italia",4905854,2473,50.41,156,3.18,69,1.41,130,2.65
2020-03-02,5,"Veneto","Italia",4905854,273,5.56,14,0.29,2,0.04,0,0
2020-03-18,5,"Veneto","Italia",4905854,3214,65.51,195,3.97,94,1.92,167,3.4
2020-02-24,5,"Veneto","Italia",4905854,33,0.67,4,0.08,1,0.02,0,0
2020-02-26,5,"Veneto","Italia",4905854,71,1.45,8,0.16,2,0.04,0,0
2020-03-22,5,"Veneto","Italia",4905854,5122,104.41,255,5.2,169,3.44,309,6.3
2020-02-28,5,"Veneto","Italia",4905854,151,3.08,9,0.18,2,0.04,0,0
2020-03-24,5,"Veneto","Italia",4905854,5948,121.24,304,6.2,216,4.4,381,7.77
2020-03-10,NA,"Auvergne.Rhône.Alpes","France",NA,249,3.1,NA,NA,NA,NA,NA,NA
2020-03-04,NA,"Auvergne.Rhône.Alpes","France",NA,49,0.61,NA,NA,NA,NA,NA,NA
2020-03-05,NA,"Auvergne.Rhône.Alpes","France",NA,64,0.8,NA,NA,NA,NA,NA,NA
2020-03-06,NA,"Auvergne.Rhône.Alpes","France",NA,75,0.93,NA,NA,NA,NA,NA,NA
2020-03-07,NA,"Auvergne.Rhône.Alpes","France",NA,102,1.27,NA,NA,NA,NA,NA,NA
2020-03-23,NA,"Auvergne.Rhône.Alpes","France",NA,1730,21.54,NA,NA,NA,NA,NA,NA
2020-03-24,NA,"Auvergne.Rhône.Alpes","France",NA,1857,23.12,NA,NA,NA,NA,NA,NA
2020-03-14,NA,"Auvergne.Rhône.Alpes","France",NA,454,5.65,NA,NA,NA,NA,NA,NA
2020-03-11,NA,"Auvergne.Rhône.Alpes","France",NA,264,3.29,NA,NA,NA,NA,NA,NA
2020-03-12,NA,"Auvergne.Rhône.Alpes","France",NA,329,4.1,NA,NA,NA,NA,NA,NA
2020-03-13,NA,"Auvergne.Rhône.Alpes","France",NA,416,5.18,NA,NA,NA,NA,NA,NA
2020-03-18,NA,"Auvergne.Rhône.Alpes","France",NA,858,10.68,NA,NA,NA,NA,NA,NA
2020-03-15,NA,"Auvergne.Rhône.Alpes","France",NA,523,6.51,NA,NA,NA,NA,NA,NA
2020-03-16,NA,"Auvergne.Rhône.Alpes","France",NA,618,7.69,NA,NA,NA,NA,NA,NA
2020-03-17,NA,"Auvergne.Rhône.Alpes","France",NA,710,8.84,NA,NA,NA,NA,NA,NA
2020-03-22,NA,"Auvergne.Rhône.Alpes","France",NA,1431,17.82,NA,NA,NA,NA,NA,NA
2020-03-19,NA,"Auvergne.Rhône.Alpes","France",NA,1014,12.62,NA,NA,NA,NA,NA,NA
2020-03-20,NA,"Auvergne.Rhône.Alpes","France",NA,1101,13.71,NA,NA,NA,NA,NA,NA
2020-03-21,NA,"Auvergne.Rhône.Alpes","France",NA,1266,15.76,NA,NA,NA,NA,NA,NA
2020-03-04,NA,"Bourgogne.Franche.Comté","France",NA,16,0.57,NA,NA,NA,NA,NA,NA
2020-03-19,NA,"Bourgogne.Franche.Comté","France",NA,696,25.01,NA,NA,NA,NA,NA,NA
2020-03-05,NA,"Bourgogne.Franche.Comté","France",NA,39,1.4,NA,NA,NA,NA,NA,NA
2020-03-06,NA,"Bourgogne.Franche.Comté","France",NA,78,2.8,NA,NA,NA,NA,NA,NA
2020-03-07,NA,"Bourgogne.Franche.Comté","France",NA,129,4.64,NA,NA,NA,NA,NA,NA
2020-03-10,NA,"Bourgogne.Franche.Comté","France",NA,123,4.42,NA,NA,NA,NA,NA,NA
2020-03-11,NA,"Bourgogne.Franche.Comté","France",NA,155,5.57,NA,NA,NA,NA,NA,NA
2020-03-12,NA,"Bourgogne.Franche.Comté","France",NA,219,7.87,NA,NA,NA,NA,NA,NA
2020-03-13,NA,"Bourgogne.Franche.Comté","France",NA,272,9.77,NA,NA,NA,NA,NA,NA
2020-03-14,NA,"Bourgogne.Franche.Comté","France",NA,339,12.18,NA,NA,NA,NA,NA,NA
2020-03-15,NA,"Bourgogne.Franche.Comté","France",NA,412,14.8,NA,NA,NA,NA,NA,NA
2020-03-16,NA,"Bourgogne.Franche.Comté","France",NA,507,18.22,NA,NA,NA,NA,NA,NA
2020-03-17,NA,"Bourgogne.Franche.Comté","France",NA,549,19.73,NA,NA,NA,NA,NA,NA
2020-03-18,NA,"Bourgogne.Franche.Comté","France",NA,593,21.31,NA,NA,NA,NA,NA,NA
2020-03-23,NA,"Bourgogne.Franche.Comté","France",NA,1347,48.4,NA,NA,NA,NA,NA,NA
2020-03-20,NA,"Bourgogne.Franche.Comté","France",NA,770,27.67,NA,NA,NA,NA,NA,NA
2020-03-21,NA,"Bourgogne.Franche.Comté","France",NA,903,32.45,NA,NA,NA,NA,NA,NA
2020-03-22,NA,"Bourgogne.Franche.Comté","France",NA,1178,42.33,NA,NA,NA,NA,NA,NA
2020-03-24,NA,"Bourgogne.Franche.Comté","France",NA,1510,54.26,NA,NA,NA,NA,NA,NA
2020-03-13,NA,"Bretagne","France",NA,155,4.64,NA,NA,NA,NA,NA,NA
2020-03-04,NA,"Bretagne","France",NA,23,0.69,NA,NA,NA,NA,NA,NA
2020-03-05,NA,"Bretagne","France",NA,29,0.87,NA,NA,NA,NA,NA,NA
2020-03-06,NA,"Bretagne","France",NA,32,0.96,NA,NA,NA,NA,NA,NA
2020-03-07,NA,"Bretagne","France",NA,40,1.2,NA,NA,NA,NA,NA,NA
2020-03-10,NA,"Bretagne","France",NA,83,2.48,NA,NA,NA,NA,NA,NA
2020-03-11,NA,"Bretagne","France",NA,94,2.81,NA,NA,NA,NA,NA,NA
2020-03-12,NA,"Bretagne","France",NA,117,3.5,NA,NA,NA,NA,NA,NA
2020-03-16,NA,"Bretagne","France",NA,233,6.98,NA,NA,NA,NA,NA,NA
2020-03-17,NA,"Bretagne","France",NA,247,7.39,NA,NA,NA,NA,NA,NA
2020-03-14,NA,"Bretagne","France",NA,182,5.45,NA,NA,NA,NA,NA,NA
2020-03-15,NA,"Bretagne","France",NA,207,6.2,NA,NA,NA,NA,NA,NA
2020-03-20,NA,"Bretagne","France",NA,346,10.36,NA,NA,NA,NA,NA,NA
2020-03-21,NA,"Bretagne","France",NA,359,10.75,NA,NA,NA,NA,NA,NA
2020-03-18,NA,"Bretagne","France",NA,273,8.17,NA,NA,NA,NA,NA,NA
2020-03-19,NA,"Bretagne","France",NA,297,8.89,NA,NA,NA,NA,NA,NA
2020-03-24,NA,"Bretagne","France",NA,526,15.75,NA,NA,NA,NA,NA,NA
2020-03-22,NA,"Bretagne","France",NA,397,11.88,NA,NA,NA,NA,NA,NA
2020-03-23,NA,"Bretagne","France",NA,490,14.67,NA,NA,NA,NA,NA,NA
2020-03-06,NA,"Centre.Val.de.Loire","France",NA,11,0.43,NA,NA,NA,NA,NA,NA
2020-03-05,NA,"Centre.Val.de.Loire","France",NA,2,0.08,NA,NA,NA,NA,NA,NA
2020-03-20,NA,"Centre.Val.de.Loire","France",NA,219,8.56,NA,NA,NA,NA,NA,NA
